Gene Name,Canonical Transcript,GeVIR %,LOEUF %,VIRLoF %,GeVIR AD,LOEUF AD,VIRLoF AD,GeVIR AR,LOEUF AR,VIRLoF AR
ENAH,ENST00000366844,9.52,4.96,4.56,2.16,3.25,3.71,0.47,0.32,0.25
RAB8B,ENST00000321437,9.52,54.28,30.1,2.15,0.62,0.81,0.47,1.69,1.46
GPR85,ENST00000297146,9.53,25.63,15.35,2.15,1.24,1.8,0.47,1.05,0.66
UNC13A,ENST00000519716,9.53,3.38,3.82,2.16,3.43,3.77,0.47,0.29,0.24
RPL37A,ENST00000491306,9.54,77.96,41.97,2.16,0.42,0.68,0.47,0.79,2
ZFP62,ENST00000502412,9.54,20.45,12.55,2.16,1.43,2.21,0.47,0.76,0.51
HDAC1,ENST00000373548,9.55,19.78,12.23,2.16,1.42,2.26,0.47,0.74,0.5
DNM2,ENST00000389253,9.56,4.75,4.43,2.16,3.27,3.72,0.47,0.32,0.25
TEF,ENST00000266304,9.56,34.32,19.96,2.16,0.82,1.47,0.47,1.56,0.84
TRPC4,ENST00000379681,9.57,16.88,10.85,2.18,1.66,2.19,0.47,0.71,0.44
PPP2R3C,ENST00000261475,9.57,54.25,30.1,2.18,0.62,0.82,0.47,1.7,1.46
FTSJ1,ENST00000348411,9.58,5.9,4.99,2.18,2.82,3.69,0.48,0.35,0.25
GRIK2,ENST00000421544,9.58,6.97,5.59,2.18,2.61,3.39,0.48,0.37,0.27
RPL22,ENST00000234875,9.59,56.76,31.4,2.16,0.53,0.87,0.48,1.55,1.56
LCK,ENST00000336890,9.59,6.35,5.23,2.16,2.69,3.56,0.48,0.37,0.26
SLC4A10,ENST00000446997,9.6,17.19,11,2.16,1.61,2.2,0.48,0.75,0.44
HMGCR,ENST00000287936,9.6,9.49,6.92,2.15,2.48,2.9,0.48,0.49,0.33
POLR2D,ENST00000272645,9.61,49.12,27.5,2.15,0.66,0.97,0.48,2.04,1.27
ANKHD1,ENST00000297183,9.61,1.51,2.99,2.15,3.89,3.98,0.48,0.26,0.24
ANKHD1-EIF4EBP3,ENST00000532219,9.62,1.53,3.01,2.15,3.9,3.97,0.48,0.26,0.24
CXXC4,ENST00000394767,9.62,19.44,12.09,2.15,1.44,2.29,0.48,0.74,0.48
UBFD1,ENST00000395878,9.63,15.64,10.19,2.15,1.87,2.23,0.48,0.68,0.42
RASGEF1A,ENST00000395809,9.63,13.4,8.87,2.15,2.05,2.48,0.48,0.6,0.38
PATZ1,ENST00000266269,9.64,8.22,6.18,2.15,2.57,3.19,0.48,0.45,0.31
TIPARP,ENST00000461166,9.64,1.55,3.02,2.15,3.88,3.96,0.48,0.26,0.24
KCND1,ENST00000218176,9.65,29.99,17.72,2.15,1.09,1.66,0.48,1.41,0.78
STMN4,ENST00000350889,9.65,42.04,23.89,2.15,0.59,1.09,0.48,1.84,1.04
YPEL3,ENST00000398841,9.66,64.51,35.28,2.15,0.48,0.86,0.48,1.22,1.76
GTPBP2,ENST00000307126,9.66,21.06,12.92,2.15,1.44,2.1,0.49,0.83,0.53
FAM13C,ENST00000373868,9.67,33.43,19.57,2.15,0.84,1.53,0.49,1.52,0.84
ALDH1A2,ENST00000249750,9.67,20.68,12.74,2.16,1.47,2.15,0.49,0.79,0.52
CYTH3,ENST00000350796,9.68,16.34,10.61,2.15,1.78,2.16,0.49,0.69,0.44
PP6,ENST00000222644,9.68,17.61,11.32,2.15,1.57,2.19,0.49,0.73,0.45
ACER3,ENST00000532485,9.69,14.4,9.49,2.15,2.05,2.3,0.49,0.61,0.4
ANTXR1,ENST00000303714,9.69,11.74,8.08,2.15,2.07,2.59,0.49,0.57,0.37
TMEM184C,ENST00000296582,9.7,25.69,15.52,2.15,1.24,1.8,0.49,1.05,0.67
SLC5A7,ENST00000264047,9.71,28.18,16.79,2.15,1.18,1.7,0.49,1.21,0.7
LINC00955,ENST00000514422,9.71,79.4,42.87,2.15,0.38,0.68,0.49,0.67,1.99
TRIM26,ENST00000454678,9.72,22.66,13.88,2.15,1.46,2.1,0.49,0.87,0.59
DM2,ENST00000462284,9.72,3.48,3.93,2.15,3.39,3.77,0.49,0.29,0.23
RALGAPB,ENST00000262879,9.73,1.31,2.9,2.15,3.97,4,0.49,0.27,0.23
ST8SIA4,ENST00000231461,9.73,47.98,27.03,2.15,0.61,0.99,0.49,2,1.29
CKS1B,ENST00000308987,9.74,48.5,27.25,2.15,0.65,0.99,0.49,2.02,1.25
TCF21,ENST00000367882,9.74,24.73,15.04,2.16,1.32,1.87,0.49,1.05,0.63
EPHA4,ENST00000281821,9.75,3.13,3.8,2.15,3.44,3.78,0.49,0.28,0.24
SCAF4,ENST00000286835,9.75,1.32,2.95,2.14,3.97,3.99,0.49,0.27,0.23
GRIK3,ENST00000373091,9.76,5.51,4.89,2.14,3.02,3.67,0.49,0.33,0.25
RAB9B,ENST00000243298,9.76,34.76,20.31,2.13,0.77,1.47,0.5,1.55,0.88
CGGBP1,ENST00000398392,9.77,31.86,18.81,2.13,0.94,1.57,0.5,1.48,0.82
FGF9,ENST00000382353,9.77,13.33,8.93,2.13,2.05,2.48,0.5,0.61,0.38
LSM6,ENST00000502781,9.78,24.61,14.99,2.14,1.3,1.89,0.5,1.05,0.63
SAP130,ENST00000357702,9.78,3.51,3.97,2.14,3.38,3.77,0.5,0.29,0.23
ARID4B,ENST00000264183,9.79,5.11,4.76,2.14,3.2,3.67,0.5,0.33,0.25
CDH8,ENST00000577390,9.79,11.75,8.14,2.14,2.07,2.58,0.5,0.57,0.37
CERS2,ENST00000271688,9.8,21.26,13.13,2.13,1.42,2.1,0.5,0.81,0.52
KCNJ13,ENST00000233826,9.8,49.08,27.58,2.11,0.67,0.96,0.5,2.04,1.26
HPCAL1,ENST00000381765,9.81,18.8,11.9,2.11,1.53,2.28,0.5,0.74,0.46
NAP1L1,ENST00000261182,9.81,4.64,4.55,2.11,3.27,3.7,0.5,0.31,0.25
KAT6B,ENST00000287239,9.82,1.99,3.35,2.11,3.73,3.9,0.5,0.28,0.23
SLC25A4,ENST00000281456,9.82,31.79,18.81,2.11,0.94,1.57,0.5,1.48,0.82
TAZ,ENST00000299328,9.83,24.36,14.86,2.11,1.32,1.94,0.5,1,0.64
WASF1,ENST00000392589,9.83,7.23,5.78,2.11,2.59,3.31,0.5,0.37,0.28
PDE10A,ENST00000539869,9.84,4.56,4.49,2.11,3.24,3.69,0.5,0.32,0.25
SLC30A3,ENST00000233535,9.84,28.26,16.89,2.11,1.19,1.68,0.5,1.22,0.7
ERLIN2,ENST00000276461,9.85,43.06,24.52,2.11,0.61,1.08,0.5,1.9,1.08
CLIP3,ENST00000360535,9.85,16.32,10.67,2.11,1.78,2.18,0.5,0.7,0.42
SN,ENST00000360270,9.86,2.23,3.48,2.13,3.66,3.84,0.5,0.3,0.23
UBE4A,ENST00000431736,9.87,17.77,11.48,2.11,1.52,2.2,0.5,0.73,0.45
ARGLU1,ENST00000400198,9.87,17.7,11.46,2.11,1.54,2.21,0.5,0.73,0.45
E2F1,ENST00000343380,9.88,8.02,6.19,2.11,2.54,3.16,0.5,0.44,0.32
STXBP5,ENST00000321680,9.88,9.34,6.96,2.11,2.48,2.9,0.5,0.49,0.33
GALNT1,ENST00000269195,9.89,30.29,18.01,2.11,1.08,1.7,0.5,1.4,0.78
RARA,ENST00000254066,9.89,14.17,9.46,2.11,2.07,2.3,0.5,0.61,0.4
HOXA2,ENST00000222718,9.9,36.88,21.52,2.11,0.76,1.3,0.5,1.69,0.91
RPL41,ENST00000546591,9.9,82.52,44.85,2.11,0.34,0.67,0.5,0.52,2.04
ACAP2,ENST00000326793,9.91,13.78,9.31,2.1,2.06,2.32,0.5,0.6,0.38
OXCT1,ENST00000196371,9.91,28.09,16.83,2.09,1.19,1.7,0.5,1.2,0.7
PIP4K2B,ENST00000269554,9.92,3.85,4.18,2.07,3.3,3.78,0.5,0.31,0.23
OSBP,ENST00000263847,9.92,9.85,7.26,2.09,2.39,2.78,0.5,0.49,0.33
GBX2,ENST00000306318,9.93,29.55,17.61,2.09,1.1,1.64,0.5,1.39,0.77
SMARCC2,ENST00000267064,9.93,1.85,3.34,2.09,3.77,3.89,0.5,0.26,0.23
FRA10AC1,ENST00000359204,9.94,59.17,32.73,2.09,0.49,0.86,0.5,1.44,1.65
SUFU,ENST00000369902,9.94,1.45,3.14,2.07,3.92,3.92,0.5,0.26,0.24
ZNF326,ENST00000340281,9.95,16.04,10.59,2.06,1.82,2.16,0.51,0.68,0.44
CNOT6,ENST00000393356,9.95,28.91,17.3,2.06,1.15,1.63,0.52,1.3,0.74
CDK16,ENST00000276052,9.96,9.94,7.31,2.06,2.32,2.81,0.52,0.5,0.34
TRIM28,ENST00000253024,9.96,0.64,2.76,2.06,4.13,4.03,0.52,0.28,0.23
CBFB,ENST00000412916,9.97,14.11,9.48,2.06,2.07,2.3,0.52,0.59,0.4
RHOH,ENST00000381799,9.97,61.23,33.75,2.06,0.53,0.89,0.52,1.4,1.73
STAT6,ENST00000300134,9.98,12.18,8.44,2.06,2.09,2.53,0.52,0.58,0.38
ABR,ENST00000302538,9.98,14.31,9.61,2.06,2.05,2.28,0.52,0.61,0.4
SLC1A2,ENST00000278379,9.99,21.9,13.57,2.06,1.46,2.05,0.52,0.81,0.57
DOLPP1,ENST00000372546,9.99,31.26,18.6,2.06,0.99,1.58,0.52,1.38,0.81
OPN5,ENST00000371211,10,19.31,12.24,2.05,1.46,2.26,0.52,0.75,0.5
CLPX,ENST00000300107,10,15.31,10.2,2.04,1.9,2.21,0.52,0.67,0.42
CTXN2,ENST00000417307,10.01,89.14,48.43,2.04,0.27,0.67,0.52,0.35,1.87
CBLL1,ENST00000440859,10.01,2.68,3.71,2.02,3.53,3.81,0.53,0.29,0.23
YTHDF3,ENST00000539294,10.02,7.45,5.99,2.02,2.54,3.26,0.53,0.39,0.3
AN1A2,ENST00000356554,10.03,7.8,6.17,2.02,2.54,3.2,0.53,0.44,0.31
LHX8,ENST00000294638,10.03,22.84,14.18,2.02,1.46,1.99,0.53,0.89,0.6
SNRPB,ENST00000438552,10.04,24.06,14.83,2.01,1.37,1.95,0.53,0.96,0.63
TSR2,ENST00000375151,10.04,28.67,17.24,2.02,1.18,1.64,0.53,1.29,0.74
CAMK1D,ENST00000378847,10.05,2.7,3.73,2.02,3.53,3.8,0.53,0.29,0.24
PIGA,ENST00000333590,10.05,12.04,8.42,2.02,2.06,2.54,0.53,0.57,0.38
RHOBTB2,ENST00000519685,10.06,26.18,15.92,2.02,1.19,1.76,0.53,1.08,0.66
HNF1A,ENST00000257555,10.06,14.61,9.87,2.02,2.02,2.3,0.53,0.61,0.41
LHFPL3,ENST00000535008,10.07,18.53,11.9,2.02,1.49,2.28,0.53,0.76,0.46
SLC25A14,ENST00000218197,10.07,6.91,5.73,2.02,2.61,3.33,0.53,0.37,0.28
TRPC1,ENST00000476941,10.08,23.94,14.78,2.04,1.38,1.95,0.53,0.95,0.62
BCL10,ENST00000370580,10.08,37.93,22.13,2.02,0.78,1.16,0.54,1.7,0.97
FSD2A,ENST00000372809,10.09,25.79,15.77,2.02,1.23,1.77,0.54,1.05,0.66
BLOC1S2,ENST00000370372,10.09,67.8,37.24,2.02,0.52,0.82,0.54,1.18,1.99
SL1,ENST00000579565,10.1,2.99,3.88,2.02,3.47,3.75,0.54,0.28,0.23
FNTB,ENST00000246166,10.1,22.17,13.78,2.02,1.52,2.07,0.54,0.81,0.57
ENC1,ENST00000302351,10.11,23.22,14.38,2.02,1.43,2.01,0.54,0.92,0.59
ZNF287,ENST00000395824,10.11,18.5,11.92,2.02,1.49,2.28,0.54,0.76,0.46
ARHGEF12,ENST00000397843,10.12,4.66,4.73,2.02,3.26,3.68,0.54,0.31,0.25
RP11-211G3.3,ENST00000449623,10.12,83.84,45.67,2.02,0.28,0.68,0.54,0.47,1.99
VWC2L,ENST00000312504,10.13,45.35,25.88,2.02,0.68,1.01,0.54,1.99,1.23
AZIN1,ENST00000337198,10.13,8.63,6.74,2.02,2.49,3,0.54,0.47,0.32
PANK3,ENST00000239231,10.14,48.73,27.56,2.02,0.63,0.96,0.53,1.99,1.27
SF3B2,ENST00000322535,10.14,7.03,5.84,2.02,2.57,3.3,0.53,0.37,0.28
NUPL1,ENST00000381736,10.15,15.18,10.23,2.02,1.9,2.21,0.53,0.67,0.42
ELF3,ENST00000359651,10.15,13.64,9.34,2.02,2.05,2.32,0.53,0.59,0.38
PPP2R2B,ENST00000336640,10.16,12.32,8.57,2.02,2.07,2.52,0.53,0.59,0.36
ATP6V1F,ENST00000492758,10.16,83.63,45.61,2.01,0.27,0.68,0.54,0.47,1.98
EHBP1,ENST00000263991,10.17,14.9,10.11,2.01,1.94,2.24,0.54,0.62,0.42
CSNK1G1,ENST00000303052,10.18,6.83,5.77,2.02,2.62,3.31,0.54,0.37,0.28
SLC41A1,ENST00000367137,10.18,20.83,13.1,2.02,1.43,2.1,0.54,0.83,0.52
FAM46A,ENST00000320172,10.19,16.91,11.2,2.02,1.64,2.15,0.54,0.71,0.45
PLP1,ENST00000418604,10.19,16.19,10.79,2.02,1.81,2.19,0.54,0.7,0.43
SNX27,ENST00000368843,10.2,5.16,4.95,2.02,3.2,3.69,0.54,0.32,0.25
GLTSCR1L,ENST00000314073,10.2,0.39,2.75,2.02,4.14,4.03,0.54,0.28,0.23
CHD9,ENST00000566029,10.21,3.57,4.17,2.02,3.38,3.78,0.54,0.3,0.23
VPS29,ENST00000360579,10.21,27.87,16.85,2.02,1.21,1.7,0.54,1.19,0.7
DGKI,ENST00000288490,10.22,12.74,8.85,2.02,2.09,2.48,0.54,0.59,0.38
KLC1,ENST00000452929,10.22,17.8,11.65,2.04,1.52,2.21,0.54,0.72,0.47
PSMD11,ENST00000261712,10.23,3.46,4.14,2.04,3.4,3.78,0.54,0.29,0.23
OTX1,ENST00000282549,10.23,21.01,13.22,2.04,1.43,2.09,0.54,0.83,0.53
ABI2,ENST00000261017,10.24,22.41,14.01,2.04,1.51,2.05,0.54,0.82,0.6
SENP2,ENST00000296257,10.24,12.53,8.73,2.02,2.1,2.49,0.54,0.58,0.37
CMPK1,ENST00000371873,10.25,21.8,13.69,2.02,1.46,2.04,0.54,0.81,0.58
ATP6V1G2,ENST00000303892,10.25,67.48,37.1,2.02,0.54,0.8,0.54,1.2,1.95
RAB33A,ENST00000257017,10.26,34.12,20.27,2.02,0.84,1.48,0.54,1.54,0.89
AP3K5,ENST00000359015,10.26,14.89,10.16,2.02,1.94,2.25,0.54,0.62,0.42
YPEL4,ENST00000524669,10.27,51.38,28.98,2.02,0.63,0.81,0.54,1.89,1.31
RER1,ENST00000605895,10.27,28.45,17.2,2.02,1.15,1.64,0.54,1.24,0.73
EFNB2,ENST00000245323,10.28,6.77,5.8,2.02,2.66,3.33,0.54,0.37,0.28
TFAP2B,ENST00000393655,10.28,9.42,7.2,2.02,2.47,2.83,0.54,0.49,0.34
FZD2,ENST00000315323,10.29,22.7,14.21,2.02,1.46,1.99,0.54,0.88,0.59
PITPNC1,ENST00000581322,10.29,9.06,7.01,2.04,2.43,2.88,0.54,0.47,0.33
ADSS,ENST00000366535,10.3,21.79,13.7,2.04,1.46,2.05,0.54,0.81,0.58
TMEM65,ENST00000297632,10.3,44.55,25.52,2.04,0.65,1.05,0.54,1.97,1.19
RASGRP1,ENST00000310803,10.31,11.67,8.35,2.04,2.1,2.53,0.54,0.57,0.37
CCDC88A,ENST00000336838,10.31,2.24,3.66,2.04,3.66,3.83,0.54,0.3,0.23
PTPN2,ENST00000309660,10.32,5.7,5.34,2.04,2.94,3.54,0.54,0.34,0.25
GPR173,ENST00000332582,10.32,21.16,13.37,2.04,1.46,2.05,0.54,0.81,0.55
TPR,ENST00000367478,10.33,1.46,3.34,2.04,3.92,3.9,0.54,0.26,0.23
RRAGD,ENST00000369415,10.34,14.28,9.83,2.04,2.06,2.3,0.54,0.61,0.4
AKT1,ENST00000554581,10.34,13.2,9.21,2.04,2.06,2.32,0.54,0.6,0.38
PTPN6,ENST00000456013,10.35,2.52,3.78,2.05,3.55,3.79,0.54,0.29,0.24
HELZ,ENST00000358691,10.35,0.08,2.71,2.05,4.13,4.01,0.54,0.27,0.23
STAT4,ENST00000392320,10.36,15.31,10.38,2.05,1.9,2.19,0.54,0.67,0.43
TOP2A,ENST00000423485,10.36,11.17,8.11,2.05,2.09,2.58,0.54,0.54,0.37
KDM4A,ENST00000372396,10.37,3.31,4.13,2.05,3.43,3.79,0.54,0.27,0.24
PHB2,ENST00000535923,10.37,34.96,20.83,2.04,0.76,1.46,0.54,1.55,0.88
TOPORS,ENST00000360538,10.38,8.21,6.67,2.04,2.57,3.01,0.54,0.45,0.32
TAB2,ENST00000367456,10.38,1.11,3.18,2.04,4.02,3.9,0.54,0.28,0.24
CDK5R1,ENST00000313401,10.39,17.3,11.52,2.05,1.61,2.19,0.54,0.75,0.45
ASAP2,ENST00000281419,10.39,7.61,6.28,2.05,2.49,3.14,0.54,0.42,0.32
LLT6,ENST00000325718,10.4,5.07,5,2.05,3.21,3.68,0.54,0.33,0.25
USP32,ENST00000300896,10.4,4.33,4.71,2.05,3.27,3.68,0.54,0.32,0.25
FIP1L1,ENST00000337488,10.41,13.96,9.66,2.05,2.05,2.26,0.54,0.6,0.4
PRKCD,ENST00000394729,10.41,4.25,4.67,2.05,3.26,3.69,0.54,0.32,0.25
NOG,ENST00000332822,10.42,19.88,12.69,2.05,1.43,2.18,0.53,0.73,0.52
SFSWAP,ENST00000541286,10.42,3.77,4.38,2.05,3.32,3.72,0.53,0.31,0.24
NABP2,ENST00000380198,10.43,10.56,7.86,2.05,2.16,2.63,0.53,0.52,0.35
ATAD1,ENST00000308448,10.43,41.45,23.99,2.05,0.62,1.09,0.53,1.81,1.05
RAB35,ENST00000229340,10.44,9.21,7.22,2.04,2.47,2.81,0.53,0.47,0.34
PELI1,ENST00000358912,10.44,25.14,15.63,2.04,1.32,1.75,0.53,1.03,0.67
SMG7,ENST00000507469,10.45,6.56,5.78,2.02,2.63,3.31,0.53,0.37,0.28
DGA2,ENST00000426342,10.45,8.85,7.01,2.02,2.47,2.88,0.53,0.48,0.33
SOCS7,ENST00000577233,10.46,8.13,6.7,2.02,2.53,3.01,0.53,0.44,0.32
WNT3,ENST00000225512,10.46,18.23,11.97,2.02,1.48,2.28,0.53,0.74,0.47
KIAA0907,ENST00000368321,10.47,10.69,7.95,2.02,2.14,2.58,0.53,0.51,0.36
RPL5,ENST00000370321,10.47,5.96,5.55,2.02,2.82,3.4,0.53,0.35,0.26
POLR2J,ENST00000292614,10.48,81.8,44.73,2.01,0.34,0.63,0.54,0.51,2.06
GUCY1A2,ENST00000282249,10.48,21.39,13.57,2.01,1.44,2.05,0.54,0.8,0.57
PAN3,ENST00000380958,10.49,3.15,4.11,2,3.45,3.75,0.55,0.28,0.24
CYTH1,ENST00000361101,10.5,1.84,3.59,2,3.77,3.84,0.54,0.26,0.23
ARFIP2,ENST00000254584,10.5,24.79,15.45,2,1.32,1.81,0.55,1.05,0.67
CPNE6,ENST00000397016,10.51,21.34,13.56,2,1.43,2.05,0.55,0.8,0.57
ANAPC15,ENST00000227618,10.51,42.02,24.3,2,0.59,1.09,0.55,1.84,1.07
VPS4B,ENST00000238497,10.52,23.4,14.73,2,1.42,1.95,0.55,0.93,0.62
FRMD5,ENST00000417257,10.52,9.35,7.29,2,2.48,2.8,0.54,0.49,0.34
LDB2,ENST00000304523,10.53,14.56,10.11,2,2.04,2.24,0.54,0.61,0.42
APKAP1,ENST00000265960,10.53,1.01,3.22,2,4.07,3.9,0.54,0.28,0.24
ARRB1,ENST00000420843,10.54,9.96,7.6,1.99,2.33,2.73,0.55,0.5,0.33
NXPH2,ENST00000272641,10.54,15.5,10.63,1.99,1.87,2.16,0.55,0.67,0.43
GKAP1,ENST00000376371,10.55,25.39,15.78,1.99,1.27,1.77,0.55,1.04,0.66
PRKAR1B,ENST00000406797,10.55,18.67,12.18,1.99,1.51,2.29,0.55,0.75,0.49
BAZ1B,ENST00000339594,10.56,1.34,3.38,1.99,3.97,3.88,0.55,0.27,0.23
FKBP1B,ENST00000380986,10.56,52.57,29.73,1.99,0.67,0.86,0.55,1.82,1.42
GOSR1,ENST00000225724,10.57,34.88,20.88,1.97,0.76,1.44,0.55,1.55,0.87
CKB,ENST00000348956,10.57,24.56,15.37,1.97,1.3,1.8,0.55,1.05,0.66
USP22,ENST00000261497,10.58,20.41,13.09,1.97,1.43,2.1,0.55,0.76,0.52
ON2,ENST00000393632,10.58,12.8,9.09,1.97,2.07,2.37,0.56,0.59,0.38
CARD11,ENST00000396946,10.59,7.65,6.46,1.97,2.49,3.06,0.57,0.42,0.32
COL2A1,ENST00000380518,10.59,2.42,3.84,1.99,3.6,3.77,0.57,0.29,0.24
LRP1,ENST00000243077,10.6,0.23,2.83,1.99,4.12,4.03,0.57,0.28,0.23
ZNF711,ENST00000373165,10.6,7.72,6.5,1.99,2.53,3.05,0.57,0.43,0.32
FBXO38,ENST00000394370,10.61,9.79,7.57,1.99,2.4,2.75,0.57,0.5,0.33
CIRBP,ENST00000588030,10.61,32.5,19.59,1.99,0.86,1.53,0.57,1.48,0.85
ZFP82,ENST00000392161,10.62,20.19,12.97,1.99,1.43,2.09,0.57,0.75,0.53
RAB18,ENST00000356940,10.62,20.09,12.9,1.99,1.43,2.1,0.57,0.74,0.53
PPP1R10,ENST00000376511,10.63,3.21,4.2,1.99,3.45,3.77,0.57,0.28,0.24
FGF17,ENST00000359441,10.63,12.78,9.13,1.99,2.09,2.37,0.57,0.59,0.38
PIP5K1B,ENST00000265382,10.64,44.61,25.72,1.99,0.66,1.05,0.57,1.97,1.22
ADAM11,ENST00000200557,10.65,27.25,16.8,1.99,1.25,1.7,0.57,1.15,0.7
AP2K5,ENST00000178640,10.65,23.3,14.72,1.97,1.43,1.95,0.57,0.93,0.62
UBAP2L,ENST00000428931,10.66,0.54,3.03,1.97,4.16,3.96,0.57,0.27,0.24
KCNIP1,ENST00000411494,10.66,38.41,22.71,1.97,0.75,1.18,0.57,1.7,0.98
KCNT2,ENST00000294725,10.67,16.58,11.31,1.97,1.77,2.16,0.57,0.71,0.45
PSMA7,ENST00000370873,10.67,7.24,6.2,1.97,2.58,3.15,0.57,0.37,0.32
TUBA1C,ENST00000301072,10.68,44.71,25.81,1.97,0.66,1.01,0.57,1.98,1.23
FAF1,ENST00000396153,10.68,9.21,7.31,1.96,2.47,2.81,0.57,0.47,0.34
HMGA2,ENST00000403681,10.69,21.62,13.81,1.96,1.44,2.09,0.57,0.81,0.57
CBLB,ENST00000264122,10.69,10.41,7.91,1.96,2.23,2.61,0.57,0.5,0.35
TET1,ENST00000373644,10.7,4.24,4.77,1.96,3.26,3.68,0.57,0.32,0.25
ABCD3,ENST00000370214,10.7,19.95,12.89,1.95,1.47,2.1,0.57,0.73,0.53
PTPN1,ENST00000371621,10.71,18.1,12.01,1.95,1.53,2.29,0.57,0.74,0.47
AB21L1,ENST00000379919,10.71,36.01,21.5,1.94,0.8,1.3,0.57,1.59,0.91
DESI1,ENST00000263256,10.72,64.76,35.86,1.94,0.48,0.86,0.57,1.24,1.79
MGT1,ENST00000305963,10.72,27.68,17.05,1.94,1.27,1.67,0.57,1.19,0.71
SLC39A14,ENST00000359741,10.73,27.64,17.04,1.94,1.27,1.67,0.57,1.18,0.7
PHB,ENST00000300408,10.73,24.82,15.6,1.94,1.33,1.77,0.57,1.06,0.66
LBX1,ENST00000370193,10.74,30.41,18.56,1.94,1.09,1.61,0.57,1.39,0.81
FOXF1,ENST00000262426,10.74,12.66,9.11,1.94,2.1,2.37,0.57,0.58,0.38
RPL27A,ENST00000314138,10.75,16.96,11.54,1.94,1.66,2.21,0.57,0.73,0.45
KSR2,ENST00000339824,10.75,2.33,3.89,1.92,3.64,3.74,0.57,0.29,0.23
RSPO3,ENST00000356698,10.76,30.95,18.86,1.92,1.05,1.56,0.57,1.35,0.83
PIN1,ENST00000247970,10.76,26.79,16.62,1.92,1.23,1.72,0.57,1.12,0.7
IRF1,ENST00000245414,10.77,9.69,7.59,1.91,2.45,2.75,0.57,0.5,0.33
UBE2J2,ENST00000400930,10.77,17.52,11.77,1.91,1.58,2.21,0.57,0.73,0.46
BDNF,ENST00000438929,10.78,25.09,15.75,1.91,1.33,1.77,0.57,1.03,0.66
YH7,ENST00000355349,10.78,29.53,18.11,1.92,1.1,1.67,0.57,1.39,0.78
RB1,ENST00000267163,10.79,0.59,3.12,1.92,4.14,3.93,0.57,0.28,0.24
POGZ,ENST00000271715,10.79,1.82,3.69,1.94,3.78,3.82,0.57,0.26,0.23
SSBP1,ENST00000481508,10.8,48.24,27.67,1.94,0.63,0.95,0.57,2,1.27
ZBTB7B,ENST00000417934,10.81,26.97,16.73,1.92,1.23,1.68,0.57,1.1,0.7
GIGYF2,ENST00000409451,10.81,0.27,2.96,1.94,4.1,3.99,0.57,0.29,0.23
PCF11,ENST00000298281,10.82,0.05,2.85,1.94,4.11,4.01,0.57,0.28,0.23
DNTTIP1,ENST00000372622,10.82,20,12.98,1.94,1.43,2.09,0.57,0.73,0.53
PFDN6,ENST00000395131,10.83,14.49,10.23,1.94,2.02,2.21,0.57,0.61,0.42
BAZ1A,ENST00000360310,10.83,4.47,4.91,1.94,3.26,3.68,0.57,0.32,0.25
KHDRBS1,ENST00000327300,10.84,8.66,7.11,1.94,2.48,2.87,0.57,0.47,0.33
SPTLC2,ENST00000216484,10.84,18.19,12.08,1.94,1.49,2.29,0.57,0.75,0.48
WWP1,ENST00000517970,10.85,9.07,7.32,1.92,2.44,2.81,0.57,0.47,0.34
PRKAG2,ENST00000287878,10.85,9.99,7.76,1.92,2.34,2.66,0.57,0.49,0.33
RAPGEF2,ENST00000264431,10.86,5.82,5.64,1.92,2.86,3.37,0.57,0.35,0.27
ALDH18A1,ENST00000371224,10.86,25.09,15.78,1.92,1.32,1.76,0.57,1.03,0.66
KLHL12,ENST00000367261,10.87,27.51,17.07,1.92,1.25,1.67,0.57,1.17,0.71
LDOC1,ENST00000370526,10.87,67.78,37.59,1.92,0.52,0.84,0.57,1.18,2.02
ZBTB5,ENST00000307750,10.88,24.01,15.2,1.91,1.38,1.83,0.57,0.96,0.64
NEUROD6,ENST00000297142,10.88,19.43,12.7,1.91,1.46,2.18,0.57,0.74,0.52
RPRD1A,ENST00000399022,10.89,24.3,15.4,1.91,1.3,1.81,0.57,0.99,0.67
GTF2A1,ENST00000553612,10.89,10.44,8.04,1.91,2.23,2.58,0.57,0.5,0.37
TRIM8,ENST00000302424,10.9,11.04,8.32,1.9,2.1,2.56,0.57,0.52,0.37
TCTEX1D1,ENST00000282670,10.9,77.97,42.75,1.9,0.42,0.7,0.57,0.79,2.01
ABCB7,ENST00000253577,10.91,1.29,3.52,1.9,3.96,3.83,0.57,0.27,0.23
ORF4L2,ENST00000423833,10.91,27.77,17.16,1.9,1.24,1.64,0.57,1.19,0.73
ARPP21,ENST00000458225,10.92,21.25,13.73,1.9,1.4,2.06,0.57,0.81,0.58
ASIC1,ENST00000228468,10.92,16.32,11.28,1.9,1.78,2.16,0.57,0.7,0.45
PIAS1,ENST00000249636,10.93,0.91,3.38,1.9,4.09,3.88,0.57,0.29,0.23
GNAI1,ENST00000351004,10.93,18.71,12.4,1.9,1.53,2.23,0.57,0.74,0.5
ARHGEF2,ENST00000361247,10.94,3.83,4.74,1.89,3.31,3.68,0.57,0.31,0.25
PNPLA6,ENST00000414982,10.94,33.16,20.11,1.87,0.82,1.49,0.58,1.51,0.85
KDM5A,ENST00000399788,10.95,3.65,4.64,1.87,3.35,3.68,0.58,0.31,0.25
LSAMP,ENST00000490035,10.96,10.14,7.89,1.87,2.33,2.61,0.58,0.49,0.35
